crl+AF8-uri,crl+AF8-size,num+AF8-of+AF8-revoked,used+AF8-by,amortized+AF8-cost
http://trustcenter+AC0-crl.certificat2.com/RGS/SSL1e.crl,508,1,1,508
http://cert.alp.ru/cert/ALP+ACU-20Group+ACU-20Root+ACU-20Certificate+ACU-20Authority.crl,508,1,1,508
http://cdp1.com+AC0-strong+AC0-id.net/CDP/anthemssl+AC0-ca.crl,511,1,1,511
http://crl3.digicert.com/DigiCertGlobalCA.crl,526,1,1,526
http://crl3.digicert.com/DigiCertGlobalCA+AC0-2008e.crl,526,1,1,526
http://crl3.digicert.com/DigiCertGlobalCA+AC0-2007d.crl,526,1,1,526
http://crl3.digicert.com/DigiCertGlobalCA+AC0-2008k.crl,526,1,1,526
http://crl3.digicert.com/DigiCertGlobalCA+AC0-2009g.crl,526,1,1,526
http://crl3.digicert.com/DigiCertGlobalCA+AC0-2008i.crl,526,1,1,526
http://crl3.digicert.com/DigiCertGlobalCA+AC0-2008f.crl,526,1,1,526
http://crl3.digicert.com/DigiCertGlobalCA+AC0-2007b.crl,526,1,1,526
http://crl3.digicert.com/DigiCertGlobalCA+AC0-2008a.crl,526,1,1,526
http://crl3.digicert.com/ca3+AC0-2009f.crl,536,1,1,536
http://crl3.digicert.com/ca3+AC0-2009e.crl,536,1,1,536
http://crl3.digicert.com/ca3+AC0-2009a.crl,536,1,1,536
http://crl3.igc.education.fr/igca.crl,542,1,1,542
http://igc.application.developpement+AC0-durable.gouv.fr/igca.crl,542,1,1,542
http://crl.tcclass2+AC0-ii.trustcenter.de/crl/v2/tc+AF8-class+AF8-2+AF8-ca+AF8-II.crl,552,1,1,552
http://crl1.netlock.hu/index.cgi?crl+AD0-kozjegyzoi,555,1,1,555
http://crl.trustsign.com.br/TrustSignBRCertificationAuthorityDV.crl,555,1,1,555
http://ccd.serpro.gov.br/lcr/acserpro.crl,566,1,1,566
http://pks.experian.com/crl/primaryca.crl,590,1,1,590
http://ica+AC0-public.itrus.com.cn/cgi+AC0-bin/itruscrl.pl?CA+AD0-010D425BBDD50E3B2677EF4C64014F01,592,1,1,592
http://ca.intevation.org/crls/server+AC0-ca+AC0-2010.crl,672,1,1,672
http://crl.startssl.com/ca+AC0-g2.crl,691,1,1,691
http://cert.ctrl.com.cn/CertEnroll/WIN+AC0-NBV6RGTRU2M+AC0-CA.crl,708,1,1,708
http://www.kamusm.gov.tr/BilgiDeposu/KOKSIL.v3.crl,721,1,1,721
http://ca.autistici.org/ca.crl,747,1,1,747
http://grca.nat.gov.tw/repository/CRL/CA.crl,756,1,1,756
http://epki.com.tw/repository/CRL/CA.crl,789,1,1,789
http://sslcatest.services.wisc.edu/web+AF8-crl.cer,802,1,1,802
http://www.certificadodigital.com.br/repositorio/lcr/serasaacpv2.crl,812,1,1,812
http://crl.acabogacia.org/crl/acabogacia.crl,814,1,1,814
http://crl.vi.ru/VI+AC0-CA+AC0-00.crl,851,1,1,851
http://bigmuzzy.ru/CertEnroll/BigMuzzy+ACU-20Root+ACU-20Certificate+ACU-20Authority.crl,1045,1,1,1045
http://th+AC0-buc+AC0-srv+AC0-crt1.tiriacauto.ro/CertEnroll/Tiriac+ACU-20Enterprise+ACU-20Root+ACU-20CA.crl,1112,1,1,1112
http://mymail.victoriacollege.edu/CertEnroll/mymail.victoriacollege.edu(2).crl,1119,1,1,1119
http://volusion+AC0-crl.digitalcertvalidation.com/crls/volusion.crl,488,0,749,1
http://crl.usertrust.com/AddTrustExternalCARoot.crl,494,0,35,15
http://crl.globalsign.net/root.crl,469,0,24,20
http://crl.comodo.net/Class3SecurityServices+AF8-3.crl,605,0,19,32
http://crl.geotrust.com/crls/utn.crl,494,0,18,28
http://crl.usertrust.com/RU+AC0-CENTERHighAssuranceServicesCA.crl,506,0,17,30
http://ica+AC0-crl.digitalcertvalidation.com/crls/ica.crl,507,0,15,34
http://crl.trustwave.com/EVCA+AF8-L3.crl,642,0,14,46
http://crl.comodoca.com/COMODOCertificationAuthority.crl,513,0,12,43
http://crl.verisign.com/RSASecureServer.crl,292,0,11,27
http://crl.thawte.com/ThawteTrialSSLCA.crl,553,0,11,51
http://SVR1024Secure+AC0-crl.verisign.com/SVR1024Secure2007.crl,387,0,10,39
http://crl.comodo.net/Class3SecurityServices+AF8-2.crl,605,0,10,61
http://crl.certum.pl/ca.crl,391,0,8,49
http://crl.globalsign.net/root+AC0-r2.crl,458,0,7,66
http://crl.usertrust.com/CrazyDomainsOVCertificationAuthority.crl,512,0,7,74
http://crl.verisign.com/pca3+AC0-g5.crl,533,0,7,77
http://www.certplus.com/CRL/class2.crl,443,0,5,89
http://crl.netsolssl.com/NetworkSolutionsEVSSLCA.crl,469,0,5,94
http://crl.gandi.net/GandiSGCSSLCA.crl,443,0,4,111
http://crl.thawte.com/ThawtePCA.crl,500,0,4,125
http://crl.thawte.com/thawteTrialSSLRootCA.crl,504,0,4,126
http://www.caczechia.cz/ca/crl/caczechia3.crl,503,0,4,126
http://SVRSecure+AC0-crl.verisign.com/SVRTrial2005.crl,534,0,4,134
http://www.jiexin.cn/cert/crl.crl,595,0,4,149
http://crl.swisssign.net/5B257B96A465517EB839F3C078665EE83AE7F0EE,708,0,4,177
http://SVRSecure+AC0-crl.verisign.com/SVRSecure.crl,292,0,3,98
http://repository.secomtrust.net/rootrepository/CRL.crl,389,0,3,130
http://crl.identrust.com/DSTROOTCAX3.crl,445,0,3,149
http://crl.netsolssl.com/NetworkSolutionsCertificateAuthority.crl,481,0,3,161
http://crl.certum.pl/gsca.crl,498,0,3,166
http://crl.comodoca.com/ComodoEVSGCCA.crl,498,0,3,166
http://crl.godaddy.com/gds3+AC0-12.crl,701,0,3,234
http://crl.godaddy.com/gds3+AC0-9.crl,701,0,3,234
http://crl.godaddy.com/gds3+AC0-15.crl,701,0,3,234
http://www.gfapki.com.cn/app/gfaapp1.crl,345,0,2,173
http://crl.pki.belgium.be/belgium2.crl,369,0,2,185
http://ca1.vasty.org/crl/ca.crl,382,0,2,191
http://certificates.godaddy.com/repository/root.crl,389,0,2,195
http://crl.affirmtrust.com/crl/AffirmTrustNetworking.crl,418,0,2,209
http://crl.e+AC0-trust.be/NCA.crl,423,0,2,212
http://crl.geotrust.com/crls/chainedfssl.crl,462,0,2,231
http://repository.secomtrust.net/EV+AC0-Root1/EVRoot1CRL.crl,466,0,2,233
http://crl.globalsign.net/Root+AF8-cat.crl,471,0,2,236
http://crl.rca.gov.ir/irica.crl,473,0,2,237
http://crl.netsolssl.com/NetworkSolutionsCA.crl,481,0,2,241
http://crl1.netlock.hu/index.cgi?crl+AD0-gold,498,0,2,249
http://crl.ssl.com/SSLcomPremiumEVCA.crl,501,0,2,251
http://crl.ca.vodafone.com/crl/VodafoneCorporateDomain2009.crl,511,0,2,256
http://ch.siemens.com/pki?ZZZZZZV1.crl,537,0,2,269
http://crl.globessl.com/GlobeSSLEVCertificationAuthority.crl,563,0,2,282
http://crl.certyfikatyssl.pl/DOMENYPLEVCertificationAuthority.crl,575,0,2,288
http://postsignum.ttc.cz/crl/psrootqca2.crl,577,0,2,289
http://www.postsignum.cz/crl/psrootqca2.crl,577,0,2,289
http://wwwca.telesec.de/cgi+AC0-bin/Pub+AF8-Cert/ServPass/DwnloadCRL.crl?+AC0-issuer+AF8-dn+AD0-Deutsche+AF8-Telekom+AF8-CA+AF8-5,630,0,2,315
http://www.e+AC0-szigno.hu/RootCA.crl,642,0,2,321
http://crl.securetrust.com/OVCA.crl,646,0,2,323
http://crl.chambersign.org/chambersroot.crl,653,0,2,327
http://nexus.nexodyne.com/CertEnroll/Nexodyne+ACU-20Certificate+ACU-20Authority.crl,696,0,2,348
http://crl.swisssign.net/17A0CDC1E441B63A5B3BCB459DBD1CC298FA8658,710,0,2,355
http://crl.ford.com/crl/Ford+ACU-20Motor+ACU-20Company+ACU-20+AC0AJQ-20Enterprise+ACU-20CA.crl,728,0,2,364
http://crl.izenpe.com/cgi+AC0-bin/arl2,748,0,2,374
http://crl.e+AC0-tugra.com/e+AC0-tugra+AF8-ksm.crl,768,0,2,384
http://crl.verisign.com/pca3+AC0-g3.crl,801,0,2,401
http://www.cert.fnmt.es/crls/ARLFNMTRCM.crl,920,0,2,460
http://gssprn.gss.com.tw/CertEnroll/GSS.crl,220,0,1,220
http://ldap2.sheca.com/CA11/RA9020100/CRL596.crl,236,0,1,236
http://ldap2.sheca.com/CA11/RA9020100/CRL843.crl,236,0,1,236
http://www.ips.es/crl/ipsSERVIDOREScrl.crl,365,0,1,365
http://crl.szcert.com/crl93.crl,372,0,1,372
http://crls.services.cnrs.fr/CNRS2/getder.crl,373,0,1,373
http://ldap2.sheca.com/CA12/RA9020100/CRL589.crl,382,0,1,382
http://ldap2.sheca.com/CA12/RA9020100/CRL639.crl,382,0,1,382
http://ldap2.sheca.com/CA12/RA9020100/CRL875.crl,382,0,1,382
http://ldap2.sheca.com/CA12/RA9020100/CRL905.crl,382,0,1,382
http://ldap2.sheca.com/CA12/RA9020100/CRL407.crl,382,0,1,382
http://ldap2.sheca.com/root/ucasub.crl,385,0,1,385
http://sureseries+AC0-crl.betrusted.ne.jp/SureServer/2018+AF8-ct/cdp.crl,427,0,1,427
http://certificates.godaddy.com/repository/gdroot.crl,429,0,1,429
http://repo1.secomtrust.net/sppca/xips/fullcrl.crl,429,0,1,429
http://crl.pkioverheid.nl/LatestCRL.crl,434,0,1,434
http://fedir.comsign.co.il/crl/ComSignSecuredCA.crl,442,0,1,442
http://crl.certifikat.dk/Root+AF8-CA.crl,450,0,1,450
http://crl.globalsign.net/primserver.crl,451,0,1,451
http://www.trustis.com/pki/fps/crl/ia.crl,451,0,1,451
http://crl.certum.pl/ctnca.crl,456,0,1,456
http://crl.globalssl.org/GlobalSSLDomainValidationSSLCA.crl,461,0,1,461
http://rtglicense.realtimegaming.com/CertEnroll/Realtime+ACU-20Gaming+ACU-20CA(2).crl,462,0,1,462
http://pki.landicorp.com/pki/LandiIntermediateCA.crl,462,0,1,462
http://comtrust.etisalat.ae/rootca.crl,467,0,1,467
http://ssignadcrl01.jcsinc.co.jp/repository/crl/rca.crl,470,0,1,470
http://zign.nl:1640/rfc2585/IntermediateCA+AF8-ZIGN.NL+AF8-1.crl,472,0,1,472
http://crl.codeproject.com/TheCodeProjectPremiumSSLSecurityCA.crl,474,0,1,474
http://granmoto.ru:1640/rfc2585/IntermediateCA+AF8-GRANMOTO.RU+AF8-1.crl,475,0,1,475
http://crl.securebusinessservices.com/SecureBusinessServicesCA+AF8-3.crl,475,0,1,475
http://www.bisang+AC0-informatik.ch:1640/rfc2585/Berufskunde+AC0-Verlag.crl,476,0,1,476
http://zign.nl:1640/rfc2585/Zign+ACU-20Open+ACU-20Directory+ACU-20Certification+ACU-20Authority.crl,483,0,1,483
http://ca.unicreditgroup.eu/CRL/ca.crl,484,0,1,484
http://crl.dreamhost.com/DREAMHOSTSSLDOMAINVALIDATEDCA.crl,484,0,1,484
http://certificates.starfieldtech.com/repository/sfroot.crl,486,0,1,486
http://granmoto.ru:1640/rfc2585/Granmoto+ACU-20Open+ACU-20Directory+ACU-20Certification+ACU-20Authority.crl,486,0,1,486
http://crl.disney.com/CRLs/DisneyRootCA.crl,488,0,1,488
http://crl.trust+AC0-provider.com/AddTrustExternalCARoot.crl,494,0,1,494
http://crl.coop.ch/CoopRootCA1.crl,498,0,1,498
http://crl.comodoca.com/ComodoEVSSLCA.crl,498,0,1,498
http://crl.infonotary.com/crl/trustpath+AC0-ca.crl,499,0,1,499
http://crl.tcclass3+AC0-ii.trustcenter.de/crl/v2/tc+AF8-class+AF8-3+AF8-ca+AF8-II.crl,501,0,1,501
http://www.bisang+AC0-informatik.ch:1640/rfc2585/IntermediateCA+AF8-WWW.BERUFSKUNDE.COM+AF8-1.crl,502,0,1,502
http://crl.tcuniversal+AC0-I.trustcenter.de/crl/v2/tc+AF8-universal+AF8-root+AF8-I.crl,504,0,1,504
http://icp+AC0-brasil.certisign.com.br/repositorio/lcr/ACCertisignG3/LatestCRL.crl,505,0,1,505
http://pki.saic.com/SAIC+ACU-20Public+ACU-20Policy+ACU-20CA+ACU-2001(1).crl,509,0,1,509
http://crl.godaddy.com/gdroot+AC0-g2.crl,514,0,1,514
http://crl.rsasecurity.com/RSACorporateCAv2.crl,519,0,1,519
http://crl.verisign.com/SVRTrialRootG2.crl,524,0,1,524
http://crl.starfieldtech.com/sfroot+AC0-g2.crl,526,0,1,526
http://igc.application.developpement+AC0-durable.gouv.fr/AC+AF8-Racine/crl/crl+AC0-2.crl,528,0,1,528
http://crl.comodoca.com/COMODORSAExtendedValidationSecureServerCA.crl,530,0,1,530
http://igc.application.developpement+AC0-durable.gouv.fr/AC+AF8-Ministere/crl/crl+AC0-2.crl,531,0,1,531
http://infocert.psa+AC0-peugeot+AC0-citroen.com/PSA+AF8-Peugeot+AF8-Citroen+AF8-Racine.crl,538,0,1,538
http://crl.e+AC0-szigno.hu/rootca2009.crl,541,0,1,541
http://ch.siemens.com/pki?ZZZZZZV0.crl,544,0,1,544
http://infocert.psa+AC0-peugeot+AC0-citroen.com/PSA+AF8-Peugeot+AF8-Citroen+AF8-Programs+AF8-Partners.crl,551,0,1,551
http://ccd.serpro.gov.br/lcr/serproacfv1.crl,552,0,1,552
http://ch.siemens.com/pki?ZZZZZ000.crl,555,0,1,555
http://proxy.fineid.fi/arl/vrkroota.crl,561,0,1,561
http://ca.spbgau.org/spbgau+ACU-20Root+ACU-20CA.crl,567,0,1,567
http://pki.unimc.it/unimcsub1ca/UnimcSub1CA.crl,567,0,1,567
http://pki.unimc.it/unimcrootca/UnimcRootCA.crl,567,0,1,567
http://public.wisekey.com/crl/owgrgaca.crl,570,0,1,570
http://nicca.nic.in/crl+AF8-2792.crl,573,0,1,573
http://www.turktrust.com.tr/sil/TURKTRUST+AF8-Kok+AF8-SIL+AF8-s2.crl,575,0,1,575
http://www.turktrust.com.tr/sil/TURKTRUST+AF8-Kok+AF8-SIL+AF8-s3.crl,576,0,1,576
http://pki.automobiletechnologies.com/AMTInc+AF8-RCA.crl,589,0,1,589
http://crl.cnca.pl/crl/cnca+AF8-root.crl,591,0,1,591
http://ca.nso.ru/ANO+AF8-RCA.crl,596,0,1,596
http://pki.dowjones.com/crl/djer.crl,601,0,1,601
http://pki.adidas+AC0-group.com/public/CA/adidas+ACU-20Global+ACU-20Intermediate+ACU-20CA+ACU-2001.crl,624,0,1,624
http://ca.nso.ru/ANO+AF8-PICA.crl,630,0,1,630
http://media+AC0-server.imet+AC0-db.ru/CertEnroll/imet.crl,646,0,1,646
http://ca.intevation.org/crls/root+AC0-ca+AC0-2010.crl,647,0,1,647
http://ldap2.sheca.com/root/ucaglobalsub.crl,648,0,1,648
http://mx.miho.jp/CertEnroll/MIHO+AC0-MX+AC0-CA.crl,648,0,1,648
http://www.bookshop.ua/CertEnroll/bookshop.ua.crl,658,0,1,658
http://gdtsrv01.guidant.com/PKI/GDT+AC0-SubCA+AC0-Public(1).crl,689,0,1,689
http://www.wide.ad.jp/ca/widerootcrl.crl,693,0,1,693
http://crl+AC0-2.trust.teliasonera.com/teliasonerarootcav1.crl,694,0,1,694
http://crl.pkioverheid.nl/RootLatestCRL+AC0-G2.crl,695,0,1,695
http://webserver.unifra.br/CertEnroll/caunifra.crl,696,0,1,696
http://crl.godaddy.com/gds3+AC0-2.crl,701,0,1,701
http://crl.godaddy.com/gds3+AC0-8.crl,701,0,1,701
http://crl.godaddy.com/gds3+AC0-3.crl,701,0,1,701
http://crl.godaddy.com/gds3+AC0-1.crl,701,0,1,701
http://www.ecar.parlamento.pt/repositorio/ECAR.crl,701,0,1,701
http://crl.godaddy.com/gds3+AC0-14.crl,701,0,1,701
http://crl.disney.com/CRLs/DisneyIssuingCAc14.crl,701,0,1,701
http://crl.disney.com/CRLs/DisneyIssuingCAc146.crl,705,0,1,705
http://crl.afsz.hu/rootca.crl,706,0,1,706
http://www.rism.ac.th/CertEnroll/www.crl,712,0,1,712
http://crl.firmaprofesional.com/fproot.crl,719,0,1,719
http://www.eszkoly.pl/certenroll/wodipRootCA.crl,721,0,1,721
http://crl.starfieldtech.com/sfs3+AC0-2.crl,724,0,1,724
http://pki.landicorp.com/pki/LandiRootCA.crl,729,0,1,729
http://crl.ersca.com/crl/rootca.crl,730,0,1,730
http://www.iugaza.edu.ps/certs/iugca.crl,734,0,1,734
http://www.swissdigicert.ch/download/sdcs+AC0-root.crl,738,0,1,738
http://ca.pks.rs/CRL/PKSCARoot.crl,742,0,1,742
http://repositorio.icpbrasil.gov.br/lcr/CAIXA/ACCAIXA/accaixav2.crl,748,0,1,748
http://www.csp.uzi+AC0-register.nl/cdp/zorg+AF8-csp+AF8-ca+AF8-g21.crl,748,0,1,748
http://lcr.caixa.gov.br/accaixav2.crl,748,0,1,748
http://pki.swatchgroup.com/cert/Swatch+ACU-20Group+ACU-20Root+ACU-20CA.crl,749,0,1,749
http://icp+AC0-brasil.certisign.com.br/repositorio/lcr/ACCertisignG6/LatestCRL.crl,752,0,1,752
http://ca.intesasanpaolo.com/portalCais0/crl/rootint.crl,760,0,1,760
http://ccd.serpro.gov.br/lcr/acserprov3.crl,772,0,1,772
http://crl.comodoca.com/COMODORSACertificationAuthority.crl,773,0,1,773
http://crl.infonotary.com/crl/root+AC0-ca.crl,776,0,1,776
http://www.acjus.jus.br/acjus/acjusv4.crl,776,0,1,776
http://www.stampit.org/crl/stampit+AF8-primary.crl,786,0,1,786
http://certs.oati.net/repository/OATICA2.crl,788,0,1,788
http://crl3.igc.education.fr/RacineEducation.crl,796,0,1,796
http://crl3.igc.education.fr/EnseignementScolaire.crl,798,0,1,798
http://crl.microsoft.com/pki/crl/products/MicrosoftCodeVerifRoot.crl,814,0,1,814
http://www.correo.com.uy/CorreoCert/anc+AF8-root.crl,834,0,1,834
http://www.b+AC0-trust.org/repository/ca5root/crl/b+AC0-trust+AF8-ca5+AF8-root.crl,855,0,1,855
http://www.innove.ee/CertEnroll/INN+AC0-CA.crl,896,0,1,896
http://ca.cloanto.com/pki/Cloanto+ACU-20SSC+ACU-20Root+ACU-20CA.crl,912,0,1,912
http://correo.rfhe.com/CertEnroll/correo.crl,933,0,1,933
http://exmail.hentane.com/CertEnroll/EXMAIL.crl,944,0,1,944
http://mailserver.dloco.com/CertEnroll/dloco.crl,945,0,1,945
http://gazda.fer.hr/CertEnroll/FER+ACU-20AD+ACU-20CA.crl,946,0,1,946
http://wrot.finam.ru/CertEnroll/FINAM+ACU-20Root.crl,949,0,1,949
http://mail.bjrc.com/CertEnroll/mail.bjrc.com.crl,955,0,1,955
http://crls.dnie.es/crls/ARL.crl,959,0,1,959
http://www.policia.es/crls/ARL.crl,960,0,1,960
http://certsrv.nknh.ru/CertEnroll/NKNH+ACU-20Root+ACU-20CA.crl,968,0,1,968
http://uni+AC0-mail.unibel.by/CertEnroll/Unibel+ACU-20cert.crl,969,0,1,969
http://ca.gramboo.com/CertEnroll/Gramboo+ACU-20Certificate+ACU-20Authority.crl,974,0,1,974
http://trust.gmcr.com/CertEnroll/GMCR+ACU-20Enterprise+ACU-20Root+ACU-20CA+ACU-202K8R2.crl,985,0,1,985
http://www.ras.ru/CertEnroll/RAS+ACU-20Root+ACU-20Authority.crl,993,0,1,993
http://www.avalon.ru/CA/AVALON+ACU-20CA.crl,994,0,1,994
http://epscd2.catcert.net/crl/ec+AC0-gencat.crl,1001,0,1,1001
http://espasamail.espasa.com.ar/CertEnroll/espasamail.crl,1005,0,1,1005
http://pki.landicorp.com/pki/LandiServerICA.crl,1016,0,1,1016
http://realone.realeyesit.com/CertEnroll/realeyesit+AC0-REALONE+AC0-CA.crl,1026,0,1,1026
http://certs.1dv.ru/root+AC0-crl+AC0-v2.crl,1029,0,1,1029
http://gdtsrv01.guidant.com/PKI/GDT+AC0-EntSubCA+AC0-Public.crl,1031,0,1,1031
http://idiomas.interlingua.com.mx/CertEnroll/interlingua+AC0-IDIOMAS+AC0-CA.crl,1069,0,1,1069
http://crl.camerfirma.com/chambersroot+AC0-2008.crl,1082,0,1,1082
http://www.ansc.ru/CertEnroll/linkserver.shipping.ru.crl,1086,0,1,1086
http://certs.videoediting.ru/videoediting/root+AC0-crl+AC0-v2.crl,1168,0,1,1168
http://pki.molehand.eu/molehand+AC0-root.crl,1203,0,1,1203
http://www.mpei.ru/certenroll/Public+ACU-20Enterprise+ACU-20Root.crl,1217,0,1,1217
http://www.bg.us.edu.pl/CertEnroll/bga75.crl,1242,0,1,1242
http://pki.shearings.com/Shearings+AC0-Group+ACU-20Root.crl,1283,0,1,1283
http://crl.toyota.cz/Toyota+ACU-20Motor+ACU-20Czech+ACU-20+ACE-0028HYDRA+ACE-0029.crl,1308,0,1,1308
http://ca.cloanto.com/pki/Cloanto+ACU-20SSC+ACU-20Public+ACU-20CA+ACU-201.crl,1548,0,1,1548
